Timestamp (s),lon,lat,GSR Value,Distance (cm)
539,-0.013072271,51.52933113,254,330.78
540,-0.013006233,51.5292956,258,383.77
541,-0.012949995,51.52926484,257,331.28
542,-0.012904798,51.52922666,244,296.77
543,-0.012851425,51.52918502,257,349.73
544,-0.012800439,51.52914181,260,354.79
545,-0.012749251,51.52910643,260,398.76
546,-0.012694792,51.52906461,260,379.73
547,-0.012648516,51.52902761,245,282.6
548,-0.012587207,51.52898569,249,331.2
549,-0.012536734,51.52893856,245,269.82
550,-0.01249498,51.52889353,260,366.98
551,-0.012454799,51.52884286,260,365.52
552,-0.012402082,51.52881131,243,266.34
553,-0.012357442,51.52876742,244,275.94
554,-0.01229305,51.52873288,245,293.53
555,-0.012242582,51.52870029,249,288.54
556,-0.012188427,51.52866635,244,260.71
557,-0.01212212,51.52863106,260,386.1
558,-0.012069396,51.52859776,244,288.53
559,-0.012004854,51.52856168,245,266.32
560,-0.011952968,51.52852792,258,348.96
561,-0.011904286,51.5284799,249,308.98
562,-0.011855726,51.52843685,252,318.85
563,-0.01180992,51.52839672,260,344.94
564,-0.011761092,51.52835034,248,309.56
565,-0.011712237,51.52830401,253,318.11
566,-0.011665965,51.52826087,247,302.01
567,-0.01162944,51.52821871,260,368.37
568,-0.011576966,51.52818392,243,261.96
569,-0.011534179,51.52814501,260,381.98
570,-0.011495328,51.52810675,244,286.66
571,-0.011450856,51.52806441,260,365.1
572,-0.011396167,51.52802521,250,301.58
573,-0.011345307,51.52798808,242,264.52
574,-0.011290387,51.52794359,239,285.25
575,-0.01124328,51.52790606,243,300.02
576,-0.011206539,51.52786119,257,326.28
577,-0.011153753,51.52781564,238,265.59
578,-0.011100311,51.52777054,260,367.38
579,-0.011072578,51.52772422,254,316.51
580,-0.010998686,51.52773183,244,294.01
581,-0.010926772,51.52775335,255,367.02
582,-0.010856593,51.52777045,251,313.27
583,-0.010794036,51.52779299,244,262.75
584,-0.010738423,51.52782641,249,348.44
585,-0.010691621,51.52786225,256,362.41
586,-0.010634178,51.52788997,247,351.83
587,-0.010547525,51.52789511,244,296.96
588,-0.010474119,51.52790602,247,327.36
589,-0.010409812,51.52793476,251,325.76
590,-0.010356262,51.52797488,260,384.88
591,-0.010288424,51.52801018,260,397.78
592,-0.010227646,51.5280404,247,314.11
593,-0.010166139,51.52806768,255,378.32
594,-0.010094958,51.52808854,247,310.97
595,-0.010033853,51.52811418,245,330.55
596,-0.009955074,51.52809923,235,267.48
597,-0.009895408,51.52806128,242,324.04
598,-0.00982211,51.52803143,258,391.2
599,-0.009750688,51.52800109,258,398.93
600,-0.009674825,51.52797527,245,333.12
601,-0.009607892,51.52794412,253,358.77
602,-0.00954294,51.52791934,237,274.68
603,-0.009487883,51.52788453,251,330.74
604,-0.009431366,51.5278507,247,315.25
605,-0.009366371,51.52782306,250,356.32
606,-0.009297498,51.52779304,259,385.34
607,-0.009236302,51.52776228,244,336.06
608,-0.009165889,51.52772766,251,347.24
609,-0.009101419,51.52769766,245,302.21
610,-0.009042013,51.52767062,244,340.24
611,-0.00898711,51.52763937,241,294.53
612,-0.008920462,51.5276017,253,344.7
613,-0.00886216,51.52756515,206,131.67
614,-0.008809126,51.52752974,241,300.75
615,-0.008762624,51.52749115,236,297.68
616,-0.008736929,51.527449,253,374.48
617,-0.008703493,51.52740455,242,314.05
618,-0.008658902,51.52735819,253,379.52
619,-0.008610416,51.52732159,239,269.3
620,-0.008570052,51.52728162,234,273.16
621,-0.008589936,51.52723345,257,361.81
622,-0.008607516,51.52718686,250,356.47
623,-0.00861449,51.52713868,260,395.4
624,-0.008677693,51.52710784,229,258.12
625,-0.008746774,51.52707907,241,279.41
626,-0.008742007,51.52703264,252,344.41
627,-0.008703168,51.52698967,247,345.8
628,-0.008659594,51.52695053,250,347.91
629,-0.008629403,51.52690932,242,282.51
630,-0.008589927,51.5268639,236,269.89
631,-0.008553906,51.52681677,231,227.06
632,-0.008511779,51.52677072,255,380.13
633,-0.008491366,51.52671602,260,399.89
634,-0.008410361,51.52670549,235,259.65
635,-0.008317969,51.52669855,245,317.37
636,-0.008257163,51.52667046,238,282.38
637,-0.008206927,51.52663335,239,296.28
638,-0.008155438,51.5265931,256,390.77
639,-0.008104577,51.52655622,250,325.82
640,-0.008065216,51.52651819,254,362.43
641,-0.008007707,51.52648578,255,375.68
642,-0.007958205,51.52644042,249,332.19
643,-0.007906856,51.52639662,248,336.4
644,-0.007870554,51.52635138,247,349.27
645,-0.007914189,51.5263153,185,8.59
646,-0.007983379,51.52628794,256,371.98
647,-0.008050889,51.5262616,248,356.19
648,-0.008117116,51.52623148,240,274.67
649,-0.008185767,51.5261974,250,356.94
650,-0.008253637,51.52617329,237,288.39
651,-0.008326707,51.5261517,236,281.01
652,-0.008390251,51.52612645,256,396.47
653,-0.008456235,51.52610671,253,377.82
654,-0.008530034,51.52608491,254,372.78
655,-0.008596492,51.5260562,235,259.96
656,-0.008663172,51.52602865,256,368.76
657,-0.00873081,51.5260077,237,269.45
658,-0.008800768,51.52598842,250,333.34
659,-0.008878511,51.52596867,251,372.61
660,-0.008955138,51.52595373,233,259.77
661,-0.008965327,51.526002,253,382.19
662,-0.008993075,51.52604564,256,377.18
663,-0.009014405,51.52609091,236,276.2
664,-0.009024559,51.5261366,245,339.04
665,-0.009020816,51.52618976,236,274.68
666,-0.009009235,51.52623528,246,325.93
667,-0.008989935,51.52628371,236,271.83
668,-0.008974422,51.52632866,255,359.85
669,-0.008959246,51.52638005,256,372.34
670,-0.008943973,51.52643003,257,385.06
671,-0.008932552,51.52648758,239,272.92
672,-0.008910676,51.52656556,236,260.1
673,-0.008897893,51.52661063,237,272.65
674,-0.008899692,51.52665561,241,318.46
675,-0.008881545,51.52670598,239,265.7
676,-0.00886225,51.52676103,252,333.58
677,-0.008850951,51.52680847,209,135.97
678,-0.008874527,51.5268527,236,297.63
679,-0.008962673,51.52685657,192,15
680,-0.00904506,51.52686326,246,348.85
681,-0.00912888,51.52687764,243,324.62
682,-0.009192725,51.5268988,234,269.43
683,-0.009269214,51.52688496,226,223.9
684,-0.009338667,51.5268591,248,351.93
685,-0.009430266,51.52685458,234,262.33
686,-0.009514625,51.52685092,250,334.52
687,-0.009600621,51.52686291,244,301.82
688,-0.009693447,51.5268691,252,377.88
689,-0.009766938,51.52688273,254,369.72
690,-0.009853019,51.52688952,188,9.28
691,-0.009936416,51.52689841,256,372.49
692,-0.010015839,51.52690459,247,321.56
693,-0.010097165,51.52689621,241,322.91
694,-0.010165578,51.52692981,243,293.61
695,-0.010239555,51.52695963,238,261.88
696,-0.01032713,51.52696495,253,377.06
697,-0.010407683,51.52696826,254,384.94
698,-0.01048439,51.52694418,258,368.73
699,-0.010509655,51.52689936,253,369.08
700,-0.01052638,51.52684684,241,323.45
701,-0.010534496,51.52679864,239,275.28
702,-0.010544803,51.52675215,235,272.84
703,-0.010550908,51.52670132,232,275.24
704,-0.010556597,51.52665534,238,295.91
705,-0.010573803,51.52660334,247,322.09
706,-0.010582698,51.52655697,250,355.51
707,-0.010603769,51.52650834,248,345.53
708,-0.010653574,51.52646619,233,262.69
709,-0.010680463,51.52641798,241,318.8
710,-0.010663842,51.52637117,251,351.99
711,-0.010617021,51.52632052,255,347.44
712,-0.010581035,51.5262806,248,343.39
713,-0.010546703,51.52623773,245,327.38
714,-0.010498619,51.52618781,236,258.15
715,-0.01046297,51.5261397,245,336.8
716,-0.010436712,51.52608822,256,354.67
717,-0.010420242,51.5260433,239,268.76
718,-0.010400769,51.52599204,238,284.12
719,-0.010318809,51.52598338,245,326.3
720,-0.010237699,51.52600254,253,374.53
721,-0.010156082,51.52602363,254,374.13
722,-0.01008324,51.52604987,243,320.58
723,-0.010014864,51.52606853,240,282.55
724,-0.009940932,51.52608896,254,359.12
725,-0.009867521,51.52609088,254,383.58
726,-0.009793315,51.52608517,246,336.28
727,-0.009706699,51.5260851,255,380.91
728,-0.00979034,51.52605748,232,266.54
729,-0.009870917,51.52602658,230,259.84
730,-0.009935462,51.52599752,238,282.02
731,-0.009999294,51.52596479,252,358.39
732,-0.010070469,51.52593551,250,342.61
733,-0.010151703,51.5259232,242,283.76
734,-0.010223314,51.52589879,239,300.32
735,-0.010290699,51.52587876,235,288.66
736,-0.010353236,51.52585203,185,7.19
737,-0.010426501,51.52583193,230,257.62
738,-0.010495666,51.5258174,257,382.84
739,-0.010504387,51.52576798,253,380.56
740,-0.010488454,51.52571455,234,256.63
741,-0.010481926,51.52566702,235,284.5
742,-0.010477768,51.52561798,232,257.28
743,-0.01048432,51.52556458,255,360.87
744,-0.010493735,51.52551945,241,287.97
745,-0.010575741,51.52550817,253,384.37
746,-0.010645004,51.52548793,251,328.4
747,-0.01055927,51.52547908,187,25.44
748,-0.010461946,51.52549693,260,396.91
749,-0.01039366,51.52551364,248,361.05
750,-0.010315476,51.52553179,241,280.62
751,-0.010244005,51.52554751,247,310.37
752,-0.01011002,51.52556637,252,352.04
753,-0.010014192,51.52559059,242,313.86
754,-0.009931691,51.52561686,233,260.34
755,-0.009854059,51.52563541,250,333.26
756,-0.009786704,51.52565372,235,258.9
757,-0.009695252,51.52564883,243,330.05
758,-0.009630179,51.52561814,242,281.66
759,-0.009584004,51.52557974,260,374.88
760,-0.009557478,51.52553493,231,266.3
761,-0.009542142,51.52548817,258,382.87
762,-0.009539037,51.52543685,235,288.85
763,-0.009511378,51.52537948,250,367.64
764,-0.00955922,51.52543746,230,259.78
765,-0.009601633,51.52547457,257,398.26
766,-0.009650234,51.52552407,244,292.58
767,-0.009696064,51.52556168,235,262.5
768,-0.009772053,51.52556701,251,362.16
769,-0.009853731,51.52555759,242,285.15
770,-0.009940816,51.52555169,242,278.44
771,-0.010012529,51.52552662,246,299.38
772,-0.010066473,51.52548575,241,267.67
773,-0.010143356,51.52546338,260,376.97
774,-0.010215125,51.52543199,249,294.71
775,-0.010268935,51.52539738,249,332.72
776,-0.010336734,51.52535951,257,342.38
777,-0.010394579,51.52533152,191,5.83
778,-0.01047716,51.52532724,251,299.02
779,-0.010567509,51.52531697,244,258.04
780,-0.010636455,51.52529304,254,325.78
781,-0.010720678,51.52528887,255,318.42
782,-0.010811482,51.52530733,256,354.74
783,-0.010893447,51.52531077,246,270.35
784,-0.010976068,51.52529462,249,333.09
785,-0.01102476,51.52525572,260,383.76
786,-0.011082163,51.52522363,260,398.35
787,-0.011134783,51.52518813,251,314.33
788,-0.011140356,51.52513667,195,10.45
789,-0.011146469,51.52508448,235,259.29
790,-0.011133253,51.52503185,258,383.21
791,-0.011110271,51.52497599,260,379.98
792,-0.011091436,51.52492802,249,297.16
793,-0.011069481,51.52487991,250,313.77
794,-0.011054958,51.52482362,237,266.75
795,-0.011033515,51.52477128,192,6.79
796,-0.011011714,51.52472151,249,305.72
797,-0.010991049,51.52467618,191,3.68
798,-0.010968972,51.52462986,248,292.49
799,-0.010939624,51.52457044,259,339.53
800,-0.010902455,51.5245316,254,346.67
801,-0.010868312,51.52448824,255,342.53
802,-0.010809372,51.52444277,248,325.16
803,-0.010767384,51.52439034,243,269.56
804,-0.01074364,51.52434371,247,297.48
805,-0.010639146,51.52435651,251,331.68
806,-0.010570394,51.52437903,250,305.75
807,-0.01049475,51.5243925,251,291.55
808,-0.010423272,51.52440403,260,398.86
809,-0.010349761,51.52441469,260,383.13
810,-0.010264197,51.52442961,239,267.52
811,-0.010185023,51.52445037,251,326.24
812,-0.010106447,51.52446563,243,258.43
813,-0.010036077,51.52445259,245,301.39
814,-0.010003338,51.52440874,248,328.17
815,-0.009949878,51.52437468,254,357.46
816,-0.009882609,51.52435217,257,328.94
817,-0.009808823,51.52433106,245,309.29
818,-0.009741273,51.52430949,260,392.9
819,-0.009675206,51.52428786,260,387.52
820,-0.009632572,51.52424935,238,272.35
821,-0.009654998,51.52420524,257,373.73
822,-0.009679838,51.5241498,257,334.65
823,-0.009658005,51.52410269,244,274.16
824,-0.00963153,51.52405792,238,266.77
825,-0.009608775,51.52401284,239,263.33
826,-0.009576344,51.52396088,260,372.44
827,-0.009551264,51.52390765,195,2.79
828,-0.009494762,51.52386607,253,339.57
829,-0.009433062,51.5238421,248,289.93
830,-0.009357371,51.52384243,258,362.75
831,-0.009275968,51.52385445,254,322.44
832,-0.009199186,51.52386988,248,291.25
833,-0.009123724,51.52388201,252,322.45
834,-0.009049528,51.52389291,256,324.03
835,-0.008967819,51.52391091,249,310.32
836,-0.008885477,51.52393258,254,324.87
837,-0.008798896,51.52394667,243,274.92
838,-0.008722895,51.52396,260,398.91
839,-0.008633573,51.52397423,257,330.47
840,-0.008550841,51.52398525,255,341.5
841,-0.008472181,51.52398594,255,315.67
842,-0.008395189,51.52398,245,281.6
843,-0.008310449,51.52397043,258,370.83
844,-0.00822495,51.52397305,250,326.76
845,-0.008142623,51.52397467,243,288.12
846,-0.008065645,51.52397148,240,275.17
847,-0.007983379,51.52397627,255,343.36
848,-0.007907335,51.5239785,248,325.24
849,-0.007829464,51.52396829,255,322.79
850,-0.007754739,51.52396754,260,385.57
851,-0.00767477,51.52396464,260,355.63
852,-0.007599616,51.52396304,246,270.91
853,-0.007523226,51.52396422,244,293.2
854,-0.0074446,51.52396853,260,378.37
855,-0.007358425,51.52397067,239,263.81
856,-0.007267079,51.52397067,255,363.66
857,-0.007194025,51.523972,191,10.87
858,-0.007120163,51.52396652,243,276.9
859,-0.007028028,51.52396566,247,318.69
860,-0.006947135,51.52396424,254,355.22
861,-0.006862942,51.52396287,259,390.37
862,-0.006777171,51.52396051,260,396.08
863,-0.006694593,51.52395679,260,370.66
864,-0.006617149,51.52395413,246,309.31
865,-0.00653773,51.5239527,250,341.1
866,-0.006451967,51.52395253,260,388.24
867,-0.006375282,51.52395705,251,296.81
868,-0.006302256,51.52395805,239,269.44
869,-0.00621409,51.5239574,251,327.41
870,-0.006127491,51.52395951,260,376.31
871,-0.006039899,51.52395902,260,392.41
872,-0.005981379,51.52392522,251,336.33
873,-0.00595953,51.52387196,249,320.66
874,-0.005893304,51.52384607,251,340.01
875,-0.005812427,51.52382891,260,363.54
876,-0.005739361,51.52381757,260,373.36
877,-0.005665724,51.52378807,250,334.18
878,-0.005622904,51.52374779,246,303.31
879,-0.005585107,51.52369843,247,300.08
880,-0.005551387,51.52364981,260,373.25
881,-0.005527195,51.52360113,242,262.37
882,-0.005503203,51.52354537,260,383.13
883,-0.005483845,51.52349074,260,396.93
884,-0.005465168,51.5234419,255,359.03
885,-0.005452322,51.52339718,239,269.61
886,-0.005459468,51.5233484,256,351.43
887,-0.005460495,51.52330261,258,347.56
888,-0.005442056,51.52325872,192,14.82
889,-0.005401243,51.52321099,260,384.12
890,-0.005366414,51.52316586,246,320.98
891,-0.005341254,51.52311309,236,259.63
892,-0.005319837,51.52306628,246,288.62
893,-0.005296228,51.5230169,240,280.32
894,-0.005270954,51.52296776,251,331.89
895,-0.00524482,51.52291819,260,363.81
896,-0.00521705,51.5228694,252,331.72
897,-0.005172843,51.52282259,259,374.8
898,-0.005128206,51.52278083,250,292.58
899,-0.005092689,51.52273885,260,357.89
900,-0.005059607,51.5226911,257,367.39
901,-0.005035102,51.52264403,241,273.47
902,-0.004998827,51.52259842,260,347.84
903,-0.004963899,51.52255068,236,263.46
904,-0.004926701,51.52250167,240,285.46
905,-0.004891793,51.52245768,243,264.59
906,-0.004840549,51.52240059,244,304.96
907,-0.004800238,51.52235527,260,381.34
908,-0.004765181,51.52231567,252,303.58
909,-0.004743324,51.52226098,222,168.17
910,-0.004713818,51.52221375,250,318.35
911,-0.004695268,51.52215903,249,332.35
912,-0.004682185,51.52210803,253,349.73
913,-0.004690191,51.52206135,253,346.97
914,-0.004718705,51.52201643,255,362.26
915,-0.004754854,51.52197662,248,312.09
916,-0.004786931,51.5219346,256,356.82
917,-0.004820056,51.52188802,245,279.29
918,-0.00483502,51.52184027,253,350.92
919,-0.004880866,51.52180058,253,311.5
920,-0.004913542,51.52175736,254,357.56
921,-0.004960915,51.5217071,257,380.36
922,-0.004989788,51.52166522,249,308.6
923,-0.005025906,51.52161432,244,305.5
924,-0.005057511,51.52156904,256,353.15
925,-0.005085027,51.52152167,260,392.88
926,-0.005111482,51.52147768,252,318.38
927,-0.005140937,51.52142826,253,348.75
928,-0.005178342,51.52138425,250,316.86
929,-0.005206741,51.52133843,243,286.03
930,-0.00524033,51.52129496,257,351.48
931,-0.005275834,51.52124896,256,342.46
932,-0.005306984,51.52120822,244,284.79
933,-0.005338858,51.52115776,251,325.38
934,-0.005369836,51.5211106,245,311.62
935,-0.005402391,51.52106544,260,390.6
936,-0.005435882,51.52102075,260,393.74
937,-0.005475749,51.52097821,245,288.8
938,-0.005523054,51.5209358,250,298.4
939,-0.005572549,51.5208965,258,331
940,-0.005638245,51.5208684,260,388.95
941,-0.005701599,51.52084476,247,279.01
942,-0.005746339,51.52080935,246,300.55
943,-0.005757387,51.52076155,248,285.41
944,-0.005736254,51.52071484,242,259.57
945,-0.005713544,51.52066776,238,270.53
946,-0.005699433,51.52061919,247,307.28
947,-0.005740485,51.52057673,247,314.72
948,-0.00581308,51.52055214,238,269.27
949,-0.00585893,51.52051364,241,279.96
950,-0.005871048,51.52045591,257,353.57
951,-0.005894995,51.52041059,260,399.15
952,-0.00592994,51.52036866,260,387.1
953,-0.005996144,51.52033262,257,363.53
954,-0.006067128,51.52030253,192,12.21
955,-0.006137657,51.52027943,259,387.25
956,-0.006207616,51.52025599,259,382.04
957,-0.00627741,51.52022899,243,301.5
958,-0.00634818,51.52020663,255,350.35
959,-0.006418974,51.52018843,258,357.85
960,-0.00648617,51.52016839,236,218.65
961,-0.006558967,51.5201494,248,276.22
962,-0.006626726,51.52012674,248,324.84
963,-0.006699889,51.5201053,253,347.67
964,-0.006772535,51.52008967,260,369.95
965,-0.006847781,51.52006856,249,319.11
966,-0.006913815,51.52004674,243,280.35
967,-0.006979485,51.52002435,260,362.85
968,-0.007045523,51.52000091,249,303.93
969,-0.007115405,51.51998392,256,341.74
970,-0.007195578,51.51996191,247,274.97
971,-0.007263471,51.51993187,254,330.62
972,-0.007323605,51.51990551,260,396.73
973,-0.007387566,51.51988135,260,377.63
974,-0.007464671,51.51984901,238,275.55
975,-0.007539255,51.51982403,248,293.58
976,-0.007605972,51.51979361,251,334.57
977,-0.007645342,51.51974104,249,318.35
978,-0.007636628,51.51968769,191,7.01
979,-0.007621461,51.51964258,249,297.52
980,-0.007572129,51.51960937,260,371.01
981,-0.007518489,51.51957818,260,380.55
982,-0.007449078,51.51955299,260,392.33
983,-0.007384438,51.51952637,245,280.88
984,-0.007325259,51.51949906,244,280.36
985,-0.007264412,51.5194676,256,334.12
986,-0.007204077,51.51944285,242,266.12
987,-0.00714746,51.5194112,244,264.92
988,-0.00708716,51.51937379,250,305.85
989,-0.007019076,51.51933968,240,278.23
990,-0.006959031,51.51930447,250,303.77
991,-0.006898808,51.51927141,241,271.71
992,-0.006839986,51.51923901,260,360.63
993,-0.006776649,51.51919907,257,356.66
994,-0.006719493,51.51916717,251,348.13
995,-0.006668514,51.5191308,260,384.32
996,-0.006617044,51.51909169,256,334.51
997,-0.006557035,51.51905185,260,382.37
998,-0.006501738,51.51901332,242,276.86
999,-0.006443214,51.51897229,244,288.27
1000,-0.006398088,51.51892962,257,348.48
1001,-0.006341079,51.51888456,255,313.33
1002,-0.006301211,51.51884465,245,290.93
1003,-0.006260579,51.51880574,260,369.82
1004,-0.006212041,51.51876453,260,363.28
1005,-0.006171293,51.51871891,240,261.93
1006,-0.006125077,51.51867748,246,273.3
1007,-0.006086037,51.5186363,251,312.4
1008,-0.006048962,51.51859297,236,264.07
1009,-0.006009284,51.51854832,260,383.28
1010,-0.005966774,51.51850125,258,378.79
1011,-0.005930276,51.51845576,247,287.04
1012,-0.005894631,51.51841603,254,360.24
1013,-0.005859573,51.51836863,260,396.69
1014,-0.005817909,51.51831824,260,398.81
1015,-0.005777119,51.51827275,248,287.54
1016,-0.005731808,51.51823037,248,307.51
1017,-0.005693488,51.51818675,245,308.51
1018,-0.005656767,51.51814155,255,343
1019,-0.005623981,51.51809553,260,358.52
1020,-0.005587122,51.51805105,258,366.55
1021,-0.00554088,51.51801045,243,263.09
1022,-0.005500245,51.51797061,243,285.24
1023,-0.005458943,51.51793015,255,369.36
1024,-0.005426177,51.51788821,249,333.63
1025,-0.005402769,51.51784335,251,311.01
1026,-0.00534696,51.51781129,260,373.99
1027,-0.005287984,51.51777778,251,298.23
1028,-0.005224233,51.51774997,260,374.93
1029,-0.005149924,51.5177322,191,7.58
1030,-0.005071914,51.5177247,247,293.37
1031,-0.004993195,51.51772216,245,267.38
1032,-0.004914642,51.5177239,252,318.3
1033,-0.004837685,51.51773511,260,345.79
1034,-0.004768064,51.51775274,240,267.36
1035,-0.004702237,51.51778283,258,337.27
1036,-0.004634794,51.51781271,228,199.85
1037,-0.004575001,51.51784444,248,279.4
1038,-0.004521233,51.51787562,249,286.83
1039,-0.004454205,51.51790129,247,307.05
1040,-0.004388406,51.51792922,256,371.19
1041,-0.004320663,51.51795452,260,370.95
1042,-0.004242188,51.51796545,250,332.2
1043,-0.004168927,51.51797074,249,299.99
1044,-0.004090089,51.51799107,253,354.38
1045,-0.004023597,51.51800881,247,285.91
1046,-0.003960183,51.51803132,249,301.19
1047,-0.003893377,51.51805255,241,265.96
1048,-0.003819483,51.51807266,249,291.31
1049,-0.003744055,51.51808167,252,353.66
1050,-0.003670759,51.51810852,246,270.15
1051,-0.003596813,51.51811784,260,378.68
1052,-0.003517973,51.51813679,252,304.93
1053,-0.003434096,51.51815021,256,323.32
1054,-0.003359051,51.51815472,253,343.36
1055,-0.003277813,51.51817046,246,291.07
1056,-0.003205185,51.5181861,248,306.7
1057,-0.00312588,51.51819712,240,265.99
1058,-0.003049472,51.51820984,260,373.95
1059,-0.002975861,51.51821647,260,376.97
1060,-0.002904722,51.5182265,257,340.27
1061,-0.002830015,51.51822945,240,280.22
1062,-0.00274616,51.51822964,260,368.72
1063,-0.002657792,51.51822692,246,292.88
1064,-0.002585119,51.51822561,238,267.5
1065,-0.002602575,51.51827027,237,262.35
1066,-0.002606158,51.5183197,260,399.93
1067,-0.00260125,51.51836914,249,297.7
1068,-0.00262603,51.51842589,240,271.41
1069,-0.002682828,51.51845563,260,376.7
1070,-0.002729375,51.51850055,260,346.96
